chr1	0	2300000	p36.33	134.0
chr1	2300000	5400000	p36.32	91.0
chr1	5400000	7200000	p36.31	113.0
chr1	7200000	9200000	p36.23	42.0
chr1	9200000	12700000	p36.22	100.0
chr1	12700000	16200000	p36.21	110.0
chr1	16200000	20400000	p36.13	72.0
chr1	20400000	23900000	p36.12	50.0
chr1	23900000	28000000	p36.11	400.0
chr1	28000000	30200000	p35.3	12.0
chr1	30200000	32400000	p35.2	25.0
chr1	32400000	34600000	p35.1	33.0
chr1	34600000	40100000	p34.3	12.0
chr1	40100000	44100000	p34.2	60.0
chr1	44100000	46800000	p34.1	30.0
chr1	46800000	50700000	p33	22.0
chr1	50700000	56100000	p32.3	111.0
chr1	56100000	59000000	p32.2	20.0
chr1	59000000	61300000	p32.1	31.0
chr1	61300000	68900000	p31.3	38.0
chr1	68900000	69700000	p31.2	0.0
chr1	69700000	84900000	p31.1	30.0
chr1	84900000	88400000	p22.3	111.0
chr1	88400000	92000000	p22.2	60.0
chr1	92000000	94700000	p22.1	31.0
chr1	94700000	99700000	p21.3	21.0
chr1	99700000	102200000	p21.2	20.0
chr1	102200000	107200000	p21.1	23.0
chr1	107200000	111800000	p13.3	110.0
chr1	111800000	116100000	p13.2	72.0
chr1	116100000	117800000	p13.1	31.0
chr1	117800000	120600000	p12	20.0
chr1	120600000	121500000	p11.2	20.0
chr1	121500000	125000000	p11.1	0.0
chr1	125000000	128900000	q11	0.0
chr1	128900000	142600000	q12	0.0
chr1	142600000	147000000	q21.1	111.0
chr1	147000000	150300000	q21.2	12.0
chr1	150300000	155000000	q21.3	300.0
chr1	155000000	156500000	q22	40.0
chr1	156500000	159100000	q23.1	112.0
chr1	159100000	160500000	q23.2	20.0
chr1	160500000	165500000	q23.3	121.0
chr1	165500000	167200000	q24.1	100.0
chr1	167200000	170900000	q24.2	22.0
chr1	170900000	172900000	q24.3	43.0
chr1	172900000	176000000	q25.1	35.0
chr1	176000000	180300000	q25.2	121.0
chr1	180300000	185800000	q25.3	33.0
chr1	185800000	190800000	q31.1	31.0
chr1	190800000	193800000	q31.2	10.0
chr1	193800000	198700000	q31.3	20.0
chr1	198700000	207200000	q32.1	100.0
chr1	207200000	211500000	q32.2	56.0
chr1	211500000	214500000	q32.3	30.0
chr1	214500000	224100000	q41	100.0
chr1	224100000	224600000	q42.11	2.0
chr1	224600000	227000000	q42.12	143.0
chr1	227000000	230700000	q42.13	177.0
chr1	230700000	234700000	q42.2	32.0
chr1	234700000	236600000	q42.3	20.0
chr1	236600000	243700000	q43	70.0
chr1	243700000	249250621	q44	153.0
chr2	0	4400000	p25.3	43.0
chr2	4400000	7100000	p25.2	11.0
chr2	7100000	12200000	p25.1	120.0
chr2	12200000	16700000	p24.3	10.0
chr2	16700000	19200000	p24.2	31.0
chr2	19200000	24000000	p24.1	62.0
chr2	24000000	27900000	p23.3	112.0
chr2	27900000	30000000	p23.2	62.0
chr2	30000000	32100000	p23.1	101.0
chr2	32100000	36600000	p22.3	24.0
chr2	36600000	38600000	p22.2	31.0
chr2	38600000	41800000	p22.1	12.0
chr2	41800000	47800000	p21	30.0
chr2	47800000	52900000	p16.3	20.0
chr2	52900000	55000000	p16.2	30.0
chr2	55000000	61300000	p16.1	100.0
chr2	61300000	64100000	p15	100.0
chr2	64100000	68600000	p14	30.0
chr2	68600000	71500000	p13.3	110.0
chr2	71500000	73500000	p13.2	12.0
chr2	73500000	75000000	p13.1	121.0
chr2	75000000	83300000	p12	10.0
chr2	83300000	90500000	p11.2	121.0
chr2	90500000	93300000	p11.1	0.0
chr2	93300000	96800000	q11.1	10.0
chr2	96800000	102700000	q11.2	40.0
chr2	102700000	106000000	q12.1	52.0
chr2	106000000	107500000	q12.2	12.0
chr2	107500000	110200000	q12.3	31.0
chr2	110200000	114400000	q13	51.0
chr2	114400000	118800000	q14.1	20.0
chr2	118800000	122400000	q14.2	31.0
chr2	122400000	129900000	q14.3	23.0
chr2	129900000	132500000	q21.1	12.0
chr2	132500000	135100000	q21.2	35.0
chr2	135100000	136800000	q21.3	34.0
chr2	136800000	142200000	q22.1	41.0
chr2	142200000	144100000	q22.2	27.0
chr2	144100000	148700000	q22.3	10.0
chr2	148700000	149900000	q23.1	10.0
chr2	149900000	150500000	q23.2	1.0
chr2	150500000	154900000	q23.3	104.0
chr2	154900000	159800000	q24.1	100.0
chr2	159800000	163700000	q24.2	41.0
chr2	163700000	169700000	q24.3	20.0
chr2	169700000	178000000	q31.1	110.0
chr2	178000000	180600000	q31.2	137.0
chr2	180600000	183000000	q31.3	22.0
chr2	183000000	189400000	q32.1	171.0
chr2	189400000	191900000	q32.2	22.0
chr2	191900000	197400000	q32.3	22.0
chr2	197400000	203300000	q33.1	100.0
chr2	203300000	204900000	q33.2	20.0
chr2	204900000	209000000	q33.3	23.0
chr2	209000000	215300000	q34	65.0
chr2	215300000	221500000	q35	102.0
chr2	221500000	225200000	q36.1	12.0
chr2	225200000	226100000	q36.2	15.0
chr2	226100000	231000000	q36.3	45.0
chr2	231000000	235600000	q37.1	121.0
chr2	235600000	237300000	q37.2	10.0
chr2	237300000	243199373	q37.3	33.0
chr3	0	2800000	p26.3	31.0
chr3	2800000	4000000	p26.2	11.0
chr3	4000000	8700000	p26.1	7.0
chr3	8700000	11800000	p25.3	20.0
chr3	11800000	13300000	p25.2	50.0
chr3	13300000	16400000	p25.1	131.0
chr3	16400000	23900000	p24.3	40.0
chr3	23900000	26400000	p24.2	10.0
chr3	26400000	30900000	p24.1	14.0
chr3	30900000	32100000	p23	12.0
chr3	32100000	36500000	p22.3	22.0
chr3	36500000	39400000	p22.2	131.0
chr3	39400000	43700000	p22.1	41.0
chr3	43700000	44100000	p21.33	0.0
chr3	44100000	44200000	p21.32	0.0
chr3	44200000	50600000	p21.31	100.0
chr3	50600000	52300000	p21.2	20.0
chr3	52300000	54400000	p21.1	102.0
chr3	54400000	58600000	p14.3	122.0
chr3	58600000	63700000	p14.2	100.0
chr3	63700000	69800000	p14.1	42.0
chr3	69800000	74200000	p13	131.0
chr3	74200000	79800000	p12.3	100.0
chr3	79800000	83500000	p12.2	20.0
chr3	83500000	87200000	p12.1	0.0
chr3	87200000	87900000	p11.2	1.0
chr3	87900000	91000000	p11.1	20.0
chr3	91000000	93900000	q11.1	10.0
chr3	93900000	98300000	q11.2	110.0
chr3	98300000	100000000	q12.1	20.0
chr3	100000000	100900000	q12.2	10.0
chr3	100900000	102800000	q12.3	12.0
chr3	102800000	106200000	q13.11	11.0
chr3	106200000	107900000	q13.12	10.0
chr3	107900000	111300000	q13.13	33.0
chr3	111300000	113500000	q13.2	141.0
chr3	113500000	117300000	q13.31	121.0
chr3	117300000	119000000	q13.32	21.0
chr3	119000000	121900000	q13.33	32.0
chr3	121900000	123800000	q21.1	26.0
chr3	123800000	125800000	q21.2	56.0
chr3	125800000	129200000	q21.3	22.0
chr3	129200000	133700000	q22.1	200.0
chr3	133700000	135700000	q22.2	110.0
chr3	135700000	138700000	q22.3	111.0
chr3	138700000	142800000	q23	25.0
chr3	142800000	148900000	q24	20.0
chr3	148900000	152100000	q25.1	17.0
chr3	152100000	155000000	q25.2	30.0
chr3	155000000	157000000	q25.31	11.0
chr3	157000000	159000000	q25.32	20.0
chr3	159000000	160700000	q25.33	0.0
chr3	160700000	167600000	q26.1	32.0
chr3	167600000	170900000	q26.2	11.0
chr3	170900000	175700000	q26.31	61.0
chr3	175700000	179000000	q26.32	20.0
chr3	179000000	182700000	q26.33	10.0
chr3	182700000	184500000	q27.1	30.0
chr3	184500000	186000000	q27.2	44.0
chr3	186000000	187900000	q27.3	41.0
chr3	187900000	192300000	q28	33.0
chr3	192300000	198022430	q29	259.0
chr4	0	4500000	p16.3	311.0
chr4	4500000	6000000	p16.2	24.0
chr4	6000000	11300000	p16.1	130.0
chr4	11300000	15200000	p15.33	41.0
chr4	15200000	17800000	p15.32	42.0
chr4	17800000	21300000	p15.31	10.0
chr4	21300000	27700000	p15.2	100.0
chr4	27700000	35800000	p15.1	0.0
chr4	35800000	41200000	p14	33.0
chr4	41200000	44600000	p13	10.0
chr4	44600000	48200000	p12	21.0
chr4	48200000	50400000	p11	30.0
chr4	50400000	52700000	q11	0.0
chr4	52700000	59500000	q12	101.0
chr4	59500000	66600000	q13.1	4.0
chr4	66600000	70500000	q13.2	100.0
chr4	70500000	76300000	q13.3	110.0
chr4	76300000	78900000	q21.1	43.0
chr4	78900000	82400000	q21.21	33.0
chr4	82400000	84100000	q21.22	20.0
chr4	84100000	86900000	q21.23	22.0
chr4	86900000	88000000	q21.3	33.0
chr4	88000000	93700000	q22.1	23.0
chr4	93700000	95100000	q22.2	0.0
chr4	95100000	98800000	q22.3	40.0
chr4	98800000	101100000	q23	122.0
chr4	101100000	107700000	q24	41.0
chr4	107700000	114100000	q25	41.0
chr4	114100000	120800000	q26	21.0
chr4	120800000	123800000	q27	10.0
chr4	123800000	128800000	q28.1	47.0
chr4	128800000	131100000	q28.2	23.0
chr4	131100000	139500000	q28.3	102.0
chr4	139500000	141500000	q31.1	10.0
chr4	141500000	146800000	q31.21	21.0
chr4	146800000	148500000	q31.22	20.0
chr4	148500000	151100000	q31.23	20.0
chr4	151100000	155600000	q31.3	131.0
chr4	155600000	161800000	q32.1	22.0
chr4	161800000	164500000	q32.2	10.0
chr4	164500000	170100000	q32.3	110.0
chr4	170100000	171900000	q33	11.0
chr4	171900000	176300000	q34.1	204.0
chr4	176300000	177500000	q34.2	30.0
chr4	177500000	183200000	q34.3	32.0
chr4	183200000	187100000	q35.1	55.0
chr4	187100000	191154276	q35.2	91.0
chr5	0	4500000	p15.33	43.0
chr5	4500000	6300000	p15.32	32.0
chr5	6300000	9800000	p15.31	11.0
chr5	9800000	15000000	p15.2	67.0
chr5	15000000	18400000	p15.1	20.0
chr5	18400000	23300000	p14.3	2.0
chr5	23300000	24600000	p14.2	0.0
chr5	24600000	28900000	p14.1	0.0
chr5	28900000	33800000	p13.3	30.0
chr5	33800000	38400000	p13.2	102.0
chr5	38400000	42500000	p13.1	20.0
chr5	42500000	46100000	p12	21.0
chr5	46100000	48400000	p11	0.0
chr5	48400000	50700000	q11.1	1.0
chr5	50700000	58900000	q11.2	31.0
chr5	58900000	62900000	q12.1	2.0
chr5	62900000	63200000	q12.2	0.0
chr5	63200000	66700000	q12.3	50.0
chr5	66700000	68400000	q13.1	10.0
chr5	68400000	73300000	q13.2	94.0
chr5	73300000	76900000	q13.3	110.0
chr5	76900000	81400000	q14.1	101.0
chr5	81400000	82800000	q14.2	46.0
chr5	82800000	92300000	q14.3	123.0
chr5	92300000	98200000	q15	63.0
chr5	98200000	102800000	q21.1	11.0
chr5	102800000	104500000	q21.2	10.0
chr5	104500000	109600000	q21.3	113.0
chr5	109600000	111500000	q22.1	41.0
chr5	111500000	113100000	q22.2	41.0
chr5	113100000	115200000	q22.3	12.0
chr5	115200000	121400000	q23.1	20.0
chr5	121400000	127300000	q23.2	11.0
chr5	127300000	130600000	q23.3	100.0
chr5	130600000	136200000	q31.1	141.0
chr5	136200000	139500000	q31.2	41.0
chr5	139500000	144500000	q31.3	151.0
chr5	144500000	149800000	q32	58.0
chr5	149800000	152700000	q33.1	200.0
chr5	152700000	155700000	q33.2	20.0
chr5	155700000	159900000	q33.3	22.0
chr5	159900000	168500000	q34	41.0
chr5	168500000	172800000	q35.1	21.0
chr5	172800000	176600000	q35.2	24.0
chr5	176600000	180915260	q35.3	221.0
chr6	0	2300000	p25.3	101.0
chr6	2300000	4200000	p25.2	240.0
chr6	4200000	7100000	p25.1	12.0
chr6	7100000	10600000	p24.3	116.0
chr6	10600000	11600000	p24.2	11.0
chr6	11600000	13400000	p24.1	20.0
chr6	13400000	15200000	p23	10.0
chr6	15200000	25200000	p22.3	32.0
chr6	25200000	27000000	p22.2	22.0
chr6	27000000	30400000	p22.1	161.0
chr6	30400000	32100000	p21.33	514.0
chr6	32100000	33500000	p21.32	657.0
chr6	33500000	36600000	p21.31	115.0
chr6	36600000	40500000	p21.2	23.0
chr6	40500000	46200000	p21.1	110.0
chr6	46200000	51800000	p12.3	53.0
chr6	51800000	52900000	p12.2	44.0
chr6	52900000	57000000	p12.1	30.0
chr6	57000000	58700000	p11.2	0.0
chr6	58700000	61000000	p11.1	0.0
chr6	61000000	63300000	q11.1	3.0
chr6	63300000	63400000	q11.2	0.0
chr6	63400000	70000000	q12	146.0
chr6	70000000	75900000	q13	52.0
chr6	75900000	83900000	q14.1	122.0
chr6	83900000	84900000	q14.2	101.0
chr6	84900000	88000000	q14.3	100.0
chr6	88000000	93100000	q15	102.0
chr6	93100000	99500000	q16.1	21.0
chr6	99500000	100600000	q16.2	30.0
chr6	100600000	105500000	q16.3	12.0
chr6	105500000	114600000	q21	41.0
chr6	114600000	118300000	q22.1	30.0
chr6	118300000	118500000	q22.2	0.0
chr6	118500000	126100000	q22.31	40.0
chr6	126100000	127100000	q22.32	10.0
chr6	127100000	130300000	q22.33	31.0
chr6	130300000	131200000	q23.1	11.0
chr6	131200000	135200000	q23.2	101.0
chr6	135200000	139000000	q23.3	53.0
chr6	139000000	142800000	q24.1	31.0
chr6	142800000	145600000	q24.2	21.0
chr6	145600000	149000000	q24.3	33.0
chr6	149000000	152500000	q25.1	54.0
chr6	152500000	155500000	q25.2	110.0
chr6	155500000	161000000	q25.3	220.0
chr6	161000000	164500000	q26	40.0
chr6	164500000	171115067	q27	41.0
chr7	0	2800000	p22.3	52.0
chr7	2800000	4500000	p22.2	35.0
chr7	4500000	7300000	p22.1	51.0
chr7	7300000	13800000	p21.3	234.0
chr7	13800000	16500000	p21.2	11.0
chr7	16500000	20900000	p21.1	41.0
chr7	20900000	25500000	p15.3	193.0
chr7	25500000	28000000	p15.2	21.0
chr7	28000000	28800000	p15.1	0.0
chr7	28800000	35000000	p14.3	120.0
chr7	35000000	37200000	p14.2	211.0
chr7	37200000	43300000	p14.1	33.0
chr7	43300000	45400000	p13	62.0
chr7	45400000	49000000	p12.3	74.0
chr7	49000000	50500000	p12.2	20.0
chr7	50500000	54000000	p12.1	34.0
chr7	54000000	58000000	p11.2	30.0
chr7	58000000	59900000	p11.1	0.0
chr7	59900000	61700000	q11.1	0.0
chr7	61700000	67000000	q11.21	120.0
chr7	67000000	72200000	q11.22	121.0
chr7	72200000	77500000	q11.23	121.0
chr7	77500000	86400000	q21.11	80.0
chr7	86400000	88200000	q21.12	22.0
chr7	88200000	91100000	q21.13	42.0
chr7	91100000	92800000	q21.2	46.0
chr7	92800000	98000000	q21.3	20.0
chr7	98000000	103800000	q22.1	231.0
chr7	103800000	104500000	q22.2	0.0
chr7	104500000	107400000	q22.3	21.0
chr7	107400000	114600000	q31.1	30.0
chr7	114600000	117400000	q31.2	10.0
chr7	117400000	121100000	q31.31	22.0
chr7	121100000	123800000	q31.32	121.0
chr7	123800000	127100000	q31.33	2.0
chr7	127100000	129200000	q32.1	100.0
chr7	129200000	130400000	q32.2	21.0
chr7	130400000	132600000	q32.3	22.0
chr7	132600000	138200000	q33	31.0
chr7	138200000	143100000	q34	114.0
chr7	143100000	147900000	q35	32.0
chr7	147900000	152600000	q36.1	660.0
chr7	152600000	155100000	q36.2	4.0
chr7	155100000	159138663	q36.3	32.0
chr8	0	2200000	p23.3	24.0
chr8	2200000	6200000	p23.2	18.0
chr8	6200000	12700000	p23.1	123.0
chr8	12700000	19000000	p22	132.0
chr8	19000000	23300000	p21.3	122.0
chr8	23300000	27400000	p21.2	22.0
chr8	27400000	28800000	p21.1	22.0
chr8	28800000	36500000	p12	110.0
chr8	36500000	38300000	p11.23	21.0
chr8	38300000	39700000	p11.22	100.0
chr8	39700000	43100000	p11.21	111.0
chr8	43100000	45600000	p11.1	1.0
chr8	45600000	48100000	q11.1	0.0
chr8	48100000	52200000	q11.21	100.0
chr8	52200000	52600000	q11.22	131.0
chr8	52600000	55500000	q11.23	131.0
chr8	55500000	61600000	q12.1	51.0
chr8	61600000	62200000	q12.2	1.0
chr8	62200000	66000000	q12.3	100.0
chr8	66000000	68000000	q13.1	100.0
chr8	68000000	70500000	q13.2	10.0
chr8	70500000	73900000	q13.3	13.0
chr8	73900000	78300000	q21.11	20.0
chr8	78300000	80100000	q21.12	1.0
chr8	80100000	84600000	q21.13	10.0
chr8	84600000	86900000	q21.2	110.0
chr8	86900000	93300000	q21.3	20.0
chr8	93300000	99000000	q22.1	33.0
chr8	99000000	101600000	q22.2	100.0
chr8	101600000	106200000	q22.3	23.0
chr8	106200000	110500000	q23.1	46.0
chr8	110500000	112100000	q23.2	46.0
chr8	112100000	117700000	q23.3	11.0
chr8	117700000	119200000	q24.11	10.0
chr8	119200000	122500000	q24.12	33.0
chr8	122500000	127300000	q24.13	40.0
chr8	127300000	131500000	q24.21	21.0
chr8	131500000	136400000	q24.22	53.0
chr8	136400000	139900000	q24.23	13.0
chr8	139900000	146364022	q24.3	210.0
chr9	0	2200000	p24.3	162.0
chr9	2200000	4600000	p24.2	20.0
chr9	4600000	9000000	p24.1	30.0
chr9	9000000	14200000	p23	10.0
chr9	14200000	16600000	p22.3	36.0
chr9	16600000	18500000	p22.2	13.0
chr9	18500000	19900000	p22.1	20.0
chr9	19900000	25600000	p21.3	131.0
chr9	25600000	28000000	p21.2	100.0
chr9	28000000	33200000	p21.1	11.0
chr9	33200000	36300000	p13.3	120.0
chr9	36300000	38400000	p13.2	32.0
chr9	38400000	41000000	p13.1	30.0
chr9	41000000	43600000	p12	0.0
chr9	43600000	47300000	p11.2	110.0
chr9	47300000	49000000	p11.1	0.0
chr9	49000000	50700000	q11	0.0
chr9	50700000	65900000	q12	0.0
chr9	65900000	68700000	q13	0.0
chr9	68700000	72200000	q21.11	10.0
chr9	72200000	74000000	q21.12	32.0
chr9	74000000	79200000	q21.13	75.0
